order_id,order_date,ship_date,ship_mode,customer_id,country,city,state,postal_code,region
US-2016-137295,2016-01-08,2016-01-13,Standard Class,VS-21820,United States,Raleigh,North Carolina,27604,South
CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,United States,Clinton,Maryland,20735,East
US-2017-109316,2017-06-08,2017-06-10,First Class,MG-17680,United States,Los Angeles,California,90049,West
CA-2016-138478,2016-10-21,2016-10-26,Second Class,DP-13390,United States,North Las Vegas,Nevada,89031,West
CA-2017-150469,2017-01-26,2017-01-30,Standard Class,CJ-12010,United States,San Francisco,California,94109,West
CA-2017-152436,2017-12-08,2017-12-10,Second Class,CW-11905,United States,Cranston,Rhode Island,2920,East
CA-2016-169334,2016-10-21,2016-10-24,Second Class,GW-14605,United States,Jackson,Tennessee,38301,South
US-2014-115413,2014-08-26,2014-09-01,Standard Class,PP-18955,United States,Newark,Delaware,19711,East
CA-2014-125150,2014-05-16,2014-05-23,Standard Class,PW-19030,United States,Los Angeles,California,90036,West
CA-2015-127327,2015-02-03,2015-02-07,Standard Class,PW-19030,United States,Rome,New York,13440,East
CA-2017-117114,2017-10-31,2017-11-05,Standard Class,CY-12745,United States,Chicago,Illinois,60610,Central
CA-2015-137302,2015-04-26,2015-05-01,Standard Class,BW-11110,United States,San Diego,California,92105,West
CA-2016-112382,2016-05-09,2016-05-13,Standard Class,MB-18085,United States,Houston,Texas,77036,Central
CA-2015-128958,2015-01-24,2015-01-28,Standard Class,CR-12820,United States,West Palm Beach,Florida,33407,South
CA-2015-106257,2015-04-13,2015-04-17,Second Class,EB-14110,United States,Los Angeles,California,90045,West
CA-2015-149083,2015-09-25,2015-09-30,Standard Class,SH-19975,United States,Seattle,Washington,98103,West
US-2014-137869,2014-03-28,2014-04-02,Standard Class,CV-12295,United States,Des Moines,Iowa,50315,Central
CA-2016-116603,2016-07-17,2016-07-22,Standard Class,AT-10735,United States,New York City,New York,10024,East
CA-2014-158470,2014-04-19,2014-04-23,Second Class,AG-10390,United States,Arlington,Virginia,22204,South
US-2017-123834,2017-07-21,2017-07-25,Standard Class,GM-14500,United States,Pharr,Texas,78577,Central
CA-2015-125976,2015-09-27,2015-10-02,Standard Class,JK-15205,United States,Arlington,Virginia,22204,South
CA-2016-128706,2016-02-27,2016-03-02,Standard Class,DW-13540,United States,Houston,Texas,77070,Central
CA-2016-104311,2016-05-02,2016-05-06,Standard Class,AS-10090,United States,Irving,Texas,75061,Central
CA-2014-169649,2014-12-09,2014-12-15,Standard Class,TS-21205,United States,Chicago,Illinois,60653,Central
CA-2015-144890,2015-12-25,2015-12-29,Standard Class,SM-20320,United States,Los Angeles,California,90049,West
CA-2017-135587,2017-12-07,2017-12-12,Standard Class,BH-11710,United States,Hattiesburg,Mississippi,39401,South
CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,United States,New York City,New York,10024,East
CA-2017-152261,2017-03-02,2017-03-06,Standard Class,JA-15970,United States,Cuyahoga Falls,Ohio,44221,East
CA-2015-142993,2015-10-12,2015-10-17,Standard Class,KA-16525,United States,Seattle,Washington,98103,West
CA-2015-143364,2015-07-14,2015-07-19,Second Class,TG-21310,United States,Mesa,Arizona,85204,West
CA-2014-100972,2014-11-19,2014-11-24,Second Class,DB-13360,United States,Salt Lake City,Utah,84106,West
CA-2016-136994,2016-05-27,2016-06-02,Standard Class,LS-17245,United States,Los Angeles,California,90045,West
US-2017-166233,2017-07-03,2017-07-09,Standard Class,MO-17950,United States,Jacksonville,North Carolina,28540,South
CA-2017-122112,2017-09-25,2017-09-29,Standard Class,CA-11965,United States,Lakewood,Ohio,44107,East
CA-2016-101672,2016-10-03,2016-10-07,Standard Class,DB-12910,United States,Lake Forest,California,92630,West
CA-2017-168403,2017-09-09,2017-09-15,Standard Class,DK-12835,United States,Portland,Oregon,97206,West
CA-2015-148705,2015-03-12,2015-03-18,Standard Class,EB-14170,United States,Charlotte,North Carolina,28205,South
CA-2016-160241,2016-11-29,2016-12-04,Second Class,DR-12940,United States,Aurora,Illinois,60505,Central
CA-2016-155747,2016-06-14,2016-06-21,Standard Class,JS-15685,United States,Philadelphia,Pennsylvania,19140,East
CA-2017-118017,2017-12-03,2017-12-06,Second Class,LC-16870,United States,Thornton,Colorado,80229,West
CA-2016-113117,2016-08-16,2016-08-22,Standard Class,JP-15520,United States,Davis,California,95616,West
CA-2016-148684,2016-12-25,2016-12-29,Standard Class,TS-21655,United States,Fayetteville,Arkansas,72701,South
CA-2017-125367,2017-07-23,2017-07-30,Standard Class,NM-18445,United States,New York City,New York,10011,East
CA-2017-124744,2017-06-21,2017-06-25,Standard Class,EH-14125,United States,Wheeling,West Virginia,26003,East
CA-2017-128363,2017-08-13,2017-08-18,Standard Class,DC-12850,United States,Memphis,Tennessee,38109,South
CA-2015-126669,2015-11-07,2015-11-13,Standard Class,DO-13645,United States,Houston,Texas,77036,Central
US-2015-118766,2015-10-15,2015-10-22,Standard Class,LS-16975,United States,Dallas,Texas,75217,Central
CA-2016-112585,2016-07-30,2016-08-02,First Class,RW-19630,United States,San Francisco,California,94122,West
CA-2016-149762,2016-12-03,2016-12-07,Standard Class,RD-19720,United States,Morgan Hill,California,95037,West
CA-2016-167605,2016-04-28,2016-04-30,Second Class,RB-19570,United States,Saint Charles,Illinois,60174,Central
US-2017-105697,2017-08-25,2017-08-27,First Class,JE-15715,United States,Cleveland,Ohio,44105,East
CA-2017-165323,2017-06-17,2017-06-21,Standard Class,SR-20740,United States,New York City,New York,10024,East
CA-2015-110891,2015-11-20,2015-11-24,Standard Class,PO-19195,United States,Philadelphia,Pennsylvania,19140,East
CA-2017-100783,2017-09-04,2017-09-08,Second Class,JK-16120,United States,Garland,Texas,75043,Central
CA-2015-152513,2015-07-04,2015-07-08,Second Class,JP-16135,United States,San Diego,California,92024,West
CA-2017-139822,2017-09-15,2017-09-21,Standard Class,Dp-13240,United States,Waterbury,Connecticut,6708,East
CA-2017-107713,2017-03-13,2017-03-17,Standard Class,JB-16000,United States,Columbia,Maryland,21044,East
CA-2017-134096,2017-09-24,2017-09-29,Standard Class,PP-18955,United States,Hollywood,Florida,33021,South
CA-2016-125843,2016-08-13,2016-08-16,First Class,RF-19840,United States,Springfield,Virginia,22153,South
CA-2017-120404,2017-11-20,2017-11-24,Second Class,KH-16330,United States,New York City,New York,10035,East
CA-2017-167549,2017-07-25,2017-07-27,First Class,EM-14200,United States,Dallas,Texas,75217,Central
CA-2016-120082,2016-03-25,2016-03-27,Second Class,DK-12835,United States,New York City,New York,10024,East
US-2016-168095,2016-07-15,2016-07-20,Standard Class,MC-17425,United States,Portland,Oregon,97206,West
CA-2017-166093,2017-08-17,2017-08-24,Standard Class,RW-19540,United States,Brentwood,California,94513,West
CA-2016-146325,2016-12-14,2016-12-17,First Class,DS-13180,United States,San Diego,California,92037,West
CA-2017-134194,2017-12-25,2018-01-01,Standard Class,GA-14725,United States,Dallas,Texas,75081,Central
CA-2014-131009,2014-03-01,2014-03-05,Standard Class,SC-20380,United States,El Paso,Texas,79907,Central
CA-2015-145814,2015-11-19,2015-11-24,Standard Class,KD-16345,United States,New York City,New York,10035,East
CA-2014-138359,2014-04-01,2014-04-06,Standard Class,KH-16330,United States,Revere,Massachusetts,2151,East
CA-2017-131807,2017-10-05,2017-10-10,Standard Class,GG-14650,United States,Chico,California,95928,West
CA-2017-104864,2017-11-18,2017-11-23,Second Class,JS-15685,United States,Miramar,Florida,33023,South
CA-2015-138219,2015-03-23,2015-03-30,Standard Class,BP-11095,United States,Los Angeles,California,90049,West
CA-2016-157707,2016-10-10,2016-10-12,First Class,CC-12610,United States,Denver,Colorado,80219,West
US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,United States,Philadelphia,Pennsylvania,19134,East
CA-2014-166051,2014-05-31,2014-06-05,Standard Class,JK-15625,United States,Jackson,Mississippi,39212,South
CA-2015-113040,2015-08-27,2015-08-31,Standard Class,CC-12100,United States,Los Angeles,California,90045,West
CA-2014-103800,2014-01-03,2014-01-07,Standard Class,DP-13000,United States,Houston,Texas,77095,Central
CA-2014-113383,2014-09-10,2014-09-13,First Class,SF-20065,United States,Clifton,New Jersey,7011,East
CA-2017-152499,2017-01-22,2017-01-25,Second Class,EH-13765,United States,Chicago,Illinois,60623,Central
CA-2016-151498,2016-04-21,2016-04-24,First Class,DN-13690,United States,Seattle,Washington,98115,West
CA-2016-137939,2016-07-20,2016-07-23,Second Class,PJ-19015,United States,Long Beach,New York,11561,East
US-2016-117793,2016-08-23,2016-08-29,Standard Class,MA-17560,United States,Sheboygan,Wisconsin,53081,Central
CA-2016-133872,2016-06-14,2016-06-17,First Class,VM-21835,United States,Boca Raton,Florida,33433,South
US-2015-165743,2015-11-20,2015-11-23,Second Class,MM-18055,United States,Aurora,Colorado,80013,West
US-2017-105998,2017-11-03,2017-11-05,First Class,CR-12580,United States,San Diego,California,92037,West
US-2014-148194,2014-05-04,2014-05-07,First Class,BS-11365,United States,Seattle,Washington,98105,West
US-2015-151407,2015-11-08,2015-11-12,Standard Class,RD-19585,United States,Dubuque,Iowa,52001,Central
CA-2015-110870,2015-12-12,2015-12-15,First Class,KD-16270,United States,Los Angeles,California,90032,West
CA-2014-143210,2014-12-01,2014-12-03,First Class,AA-10645,United States,Lowell,Massachusetts,1852,East
CA-2016-139808,2016-10-07,2016-10-11,Standard Class,MC-18100,United States,Marysville,Washington,98270,West
CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,United States,Oklahoma City,Oklahoma,73120,Central
CA-2014-127859,2014-03-17,2014-03-20,Second Class,QJ-19255,United States,Philadelphia,Pennsylvania,19134,East
US-2015-136427,2015-06-20,2015-06-23,First Class,JM-16195,United States,Aurora,Colorado,80013,West
CA-2017-120168,2017-05-25,2017-05-25,Same Day,TB-21625,United States,New York City,New York,10009,East
US-2014-131870,2014-09-09,2014-09-11,First Class,NF-18595,United States,Lancaster,Ohio,43130,East
CA-2017-114804,2017-10-17,2017-10-19,Second Class,BF-11020,United States,Modesto,California,95351,West
CA-2017-167227,2017-11-02,2017-11-05,First Class,NP-18670,United States,Saint Louis,Missouri,63116,Central
CA-2014-129189,2014-07-21,2014-07-25,Standard Class,HM-14860,United States,Dallas,Texas,75217,Central
CA-2015-132465,2015-09-11,2015-09-15,Second Class,DM-13525,United States,New York City,New York,10035,East
CA-2016-166373,2016-10-21,2016-10-25,Standard Class,JF-15565,United States,San Antonio,Texas,78207,Central
CA-2016-158806,2016-01-07,2016-01-11,Standard Class,NM-18520,United States,Amarillo,Texas,79109,Central
CA-2015-119690,2015-06-25,2015-06-28,First Class,MV-17485,United States,Houston,Texas,77041,Central
CA-2015-153738,2015-09-20,2015-09-22,First Class,AG-10270,United States,Lawrence,Massachusetts,1841,East
CA-2017-169012,2017-07-10,2017-07-14,Standard Class,BF-11275,United States,Columbus,Georgia,31907,South
CA-2017-109393,2017-06-30,2017-07-02,Second Class,JC-15775,United States,Los Angeles,California,90032,West
CA-2017-121489,2017-08-21,2017-08-25,Second Class,CM-11815,United States,Seattle,Washington,98115,West
US-2017-133081,2017-03-11,2017-03-15,Standard Class,PV-18985,United States,Cambridge,Massachusetts,2138,East
CA-2017-165008,2017-09-15,2017-09-17,Second Class,DO-13645,United States,Salt Lake City,Utah,84106,West
CA-2016-145611,2016-09-20,2016-09-24,Standard Class,HA-14905,United States,New York City,New York,10035,East
CA-2016-113600,2016-12-15,2016-12-17,Second Class,SH-20395,United States,Cuyahoga Falls,Ohio,44221,East
CA-2017-130834,2017-11-03,2017-11-06,Second Class,JM-16195,United States,Wilmington,North Carolina,28403,South
CA-2016-168543,2016-07-03,2016-07-07,Standard Class,DK-13225,United States,New York City,New York,10035,East
CA-2014-144974,2014-09-26,2014-09-30,Standard Class,CM-12715,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-109904,2014-07-14,2014-07-17,Second Class,BF-10975,United States,New York City,New York,10009,East
CA-2017-152205,2017-09-28,2017-10-05,Standard Class,SF-20965,United States,Philadelphia,Pennsylvania,19134,East
CA-2015-121188,2015-08-28,2015-09-04,Standard Class,CB-12025,United States,Los Angeles,California,90049,West
CA-2015-156013,2015-09-20,2015-09-26,Standard Class,TC-20980,United States,Long Beach,New York,11561,East
CA-2016-132997,2016-11-07,2016-11-09,First Class,LW-17215,United States,Rochester,New York,14609,East
US-2015-160563,2015-10-20,2015-10-24,Standard Class,NS-18640,United States,San Francisco,California,94109,West
CA-2017-151750,2017-01-01,2017-01-05,Standard Class,JM-15250,United States,Huntsville,Texas,77340,Central
CA-2015-106187,2015-06-23,2015-06-29,Standard Class,RF-19345,United States,East Point,Georgia,30344,South
US-2016-164945,2016-11-22,2016-11-27,Standard Class,CA-12055,United States,New York City,New York,10009,East
CA-2015-150714,2015-10-26,2015-11-01,Standard Class,KH-16690,United States,Springfield,Oregon,97477,West
CA-2016-105753,2016-10-20,2016-10-26,Standard Class,LC-16960,United States,Arlington,Virginia,22204,South
CA-2017-120894,2017-04-28,2017-05-02,Standard Class,JL-15130,United States,Wilmington,North Carolina,28403,South
CA-2016-106621,2016-09-29,2016-10-01,Second Class,DM-12955,United States,Yuma,Arizona,85364,West
CA-2015-107020,2015-07-10,2015-07-14,Standard Class,MV-18190,United States,San Bernardino,California,92404,West
US-2015-117492,2015-08-07,2015-08-09,First Class,NS-18640,United States,Baltimore,Maryland,21215,East
CA-2014-101392,2014-12-07,2014-12-13,Standard Class,AS-10630,United States,Seattle,Washington,98103,West
CA-2015-127502,2015-12-10,2015-12-14,Standard Class,MT-17815,United States,San Francisco,California,94110,West
CA-2017-143658,2017-11-08,2017-11-13,Second Class,SR-20425,United States,New York City,New York,10035,East
CA-2017-133046,2017-07-27,2017-08-01,Second Class,DK-13375,United States,Seattle,Washington,98115,West
CA-2017-122798,2017-12-28,2018-01-01,Standard Class,SV-20935,United States,Albuquerque,New Mexico,87105,West
CA-2016-169663,2016-03-10,2016-03-13,First Class,RH-19510,United States,Los Angeles,California,90045,West
CA-2015-149846,2015-05-22,2015-05-26,Standard Class,SB-20185,United States,Los Angeles,California,90045,West
CA-2017-159149,2017-02-17,2017-02-19,First Class,CR-12820,United States,Houston,Texas,77041,Central
US-2017-167570,2017-12-08,2017-12-15,Standard Class,EG-13900,United States,Philadelphia,Pennsylvania,19140,East
CA-2017-160122,2017-11-18,2017-11-23,Standard Class,RD-19930,United States,Chicago,Illinois,60623,Central
CA-2016-130393,2016-12-01,2016-12-03,Second Class,JM-15865,United States,San Angelo,Texas,76903,Central
CA-2017-144820,2017-10-03,2017-10-07,Second Class,LW-16825,United States,Pasadena,Texas,77506,Central
CA-2017-101014,2017-08-29,2017-09-04,Standard Class,RW-19540,United States,Los Angeles,California,90049,West
CA-2017-105543,2017-11-24,2017-11-24,Same Day,BG-11695,United States,Garden City,Kansas,67846,Central
US-2017-113201,2017-06-30,2017-07-05,Standard Class,TT-21220,United States,Los Angeles,California,90045,West
US-2017-106551,2017-07-22,2017-07-27,Standard Class,EB-13930,United States,Chicago,Illinois,60653,Central
CA-2016-116722,2016-11-11,2016-11-16,Standard Class,LP-17080,United States,San Francisco,California,94110,West
CA-2014-138128,2014-12-09,2014-12-15,Standard Class,FP-14320,United States,Philadelphia,Pennsylvania,19134,East
US-2017-150070,2017-09-07,2017-09-12,Standard Class,JA-15970,United States,Modesto,California,95351,West
CA-2015-137064,2015-02-06,2015-02-13,Standard Class,TS-21655,United States,Houston,Texas,77070,Central
CA-2017-157350,2017-08-26,2017-09-01,Standard Class,DP-13000,United States,Chicago,Illinois,60610,Central
CA-2014-127866,2014-07-20,2014-07-23,First Class,JD-15895,United States,Riverside,California,92503,West
CA-2015-131352,2015-10-08,2015-10-13,Standard Class,GH-14485,United States,Dallas,Texas,75081,Central
CA-2015-121776,2015-02-16,2015-02-21,Standard Class,RD-19585,United States,Los Angeles,California,90008,West
CA-2016-118073,2016-08-12,2016-08-16,Standard Class,CS-12490,United States,Lakeland,Florida,33801,South
CA-2014-103219,2014-11-09,2014-11-13,Standard Class,BF-11215,United States,New York City,New York,10035,East
CA-2016-102561,2016-07-18,2016-07-22,Standard Class,NK-18490,United States,Philadelphia,Pennsylvania,19140,East
CA-2016-100993,2016-02-05,2016-02-10,Standard Class,AZ-10750,United States,San Diego,California,92037,West
US-2014-112949,2014-06-20,2014-06-27,Standard Class,Co-12640,United States,Lawton,Oklahoma,73505,Central
US-2017-146822,2017-06-09,2017-06-14,Standard Class,AG-10675,United States,Salem,Virginia,24153,South
US-2016-131058,2016-12-27,2016-12-31,Standard Class,EM-14140,United States,Santa Ana,California,92704,West
CA-2014-167997,2014-01-26,2014-01-29,First Class,CA-11965,United States,Rapid City,South Dakota,57701,Central
CA-2017-140151,2017-03-23,2017-03-25,First Class,RB-19360,United States,Seattle,Washington,98115,West
US-2017-143770,2017-03-20,2017-03-24,Standard Class,RD-19720,United States,Middletown,Connecticut,6457,East
CA-2016-131296,2016-10-04,2016-10-09,Standard Class,MS-17830,United States,Baltimore,Maryland,21215,East
CA-2016-103464,2016-11-18,2016-11-22,Standard Class,PG-18820,United States,San Diego,California,92105,West
CA-2017-136238,2017-12-26,2018-01-01,Standard Class,KB-16240,United States,Odessa,Texas,79762,Central
CA-2016-120803,2016-03-09,2016-03-13,Standard Class,RB-19465,United States,Milford,Connecticut,6460,East
CA-2016-134138,2016-02-16,2016-02-20,Standard Class,JD-15790,United States,Belleville,New Jersey,7109,East
CA-2015-120915,2015-09-28,2015-10-03,Second Class,JJ-15445,United States,New York City,New York,10035,East
CA-2015-168207,2015-11-02,2015-11-06,Standard Class,LT-17110,United States,San Diego,California,92105,West
CA-2016-144148,2016-07-31,2016-08-05,Standard Class,AH-10690,United States,San Francisco,California,94122,West
CA-2017-107174,2017-11-06,2017-11-13,Standard Class,AB-10060,United States,Seattle,Washington,98105,West
CA-2016-146150,2016-02-14,2016-02-19,Standard Class,FM-14380,United States,Jackson,Mississippi,39212,South
CA-2014-114125,2014-07-09,2014-07-13,Standard Class,GH-14410,United States,Los Angeles,California,90049,West
CA-2016-114944,2016-01-30,2016-02-04,Standard Class,HE-14800,United States,Chicago,Illinois,60623,Central
CA-2016-135965,2016-09-22,2016-09-25,First Class,SZ-20035,United States,New York City,New York,10035,East
CA-2017-149699,2017-12-22,2017-12-24,First Class,CM-12115,United States,Los Angeles,California,90008,West
CA-2016-166429,2016-09-02,2016-09-08,Standard Class,TG-21310,United States,Des Moines,Washington,98198,West
CA-2015-112767,2015-08-02,2015-08-06,Standard Class,DK-12985,United States,Springfield,Oregon,97477,West
CA-2015-119879,2015-11-21,2015-11-25,Standard Class,SS-20410,United States,Philadelphia,Pennsylvania,19120,East
CA-2017-155642,2017-05-18,2017-05-22,Standard Class,BM-11575,United States,Chicago,Illinois,60653,Central
US-2017-101721,2017-07-23,2017-07-27,Standard Class,MY-17380,United States,Chicago,Illinois,60623,Central
CA-2015-136728,2015-09-13,2015-09-17,Second Class,AG-10900,United States,Chicago,Illinois,60623,Central
CA-2016-127194,2016-12-10,2016-12-16,Standard Class,BW-11110,United States,New York City,New York,10024,East
CA-2015-140375,2015-10-02,2015-10-05,Second Class,SG-20470,United States,Rockville,Maryland,20852,East
US-2017-155866,2017-11-17,2017-11-21,Standard Class,CC-12370,United States,New York City,New York,10011,East
CA-2015-141327,2015-11-30,2015-12-03,First Class,LR-16915,United States,Durham,North Carolina,27707,South
CA-2015-136700,2015-12-06,2015-12-11,Second Class,DB-13120,United States,Santa Barbara,California,93101,West
CA-2017-102736,2017-09-05,2017-09-09,Standard Class,LP-17095,United States,Knoxville,Tennessee,37918,South
CA-2017-125269,2017-04-24,2017-04-30,Standard Class,AF-10870,United States,Chicago,Illinois,60610,Central
CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,United States,New York City,New York,10024,East
CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,United States,Daytona Beach,Florida,32114,South
CA-2015-141565,2015-09-20,2015-09-24,Standard Class,BG-11035,United States,Nashville,Tennessee,37211,South
CA-2017-128769,2017-09-07,2017-09-12,Standard Class,DM-12955,United States,Nashville,Tennessee,37211,South
CA-2016-116337,2016-11-07,2016-11-12,Standard Class,MC-17845,United States,Dallas,Texas,75220,Central
CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,United States,Murfreesboro,Tennessee,37130,South
CA-2014-120775,2014-10-03,2014-10-07,Standard Class,RD-19930,United States,Dallas,Texas,75217,Central
CA-2014-152905,2014-02-18,2014-02-24,Standard Class,AB-10015,United States,Arlington,Texas,76017,Central
CA-2016-104633,2016-06-12,2016-06-16,Standard Class,EA-14035,United States,Pasadena,California,91104,West
CA-2017-104136,2017-11-01,2017-11-04,Second Class,SF-20065,United States,Everett,Massachusetts,2149,East
CA-2016-123050,2016-04-04,2016-04-08,Second Class,BC-11125,United States,Troy,New York,12180,East
CA-2016-162355,2016-06-30,2016-07-02,Second Class,PF-19165,United States,Sandy Springs,Georgia,30328,South
CA-2014-158225,2014-09-22,2014-09-28,Standard Class,SE-20110,United States,San Jose,California,95123,West
CA-2017-102204,2017-05-01,2017-05-06,Standard Class,CJ-12010,United States,Jacksonville,Florida,32216,South
CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,United States,Jacksonville,Florida,32216,South
CA-2014-109855,2014-09-01,2014-09-05,Standard Class,LH-16900,United States,New York City,New York,10009,East
CA-2014-109897,2014-08-12,2014-08-16,Standard Class,BW-11200,United States,San Francisco,California,94122,West
US-2014-143581,2014-08-19,2014-08-23,Standard Class,BS-11365,United States,Columbus,Georgia,31907,South
CA-2015-129217,2015-05-10,2015-05-10,Same Day,DP-13390,United States,Aurora,Illinois,60505,Central
CA-2016-133816,2016-05-10,2016-05-13,Second Class,CS-12400,United States,Philadelphia,Pennsylvania,19134,East
CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,United States,Chicago,Illinois,60653,Central
CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,United States,Seattle,Washington,98103,West
CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,United States,Roseville,Michigan,48066,Central
CA-2016-100307,2016-12-15,2016-12-19,Standard Class,TC-21475,United States,Fayetteville,Arkansas,72701,South
CA-2015-138457,2015-09-13,2015-09-17,Standard Class,AM-10705,United States,Jacksonville,North Carolina,28540,South
CA-2014-131800,2014-12-30,2015-01-04,Standard Class,AJ-10960,United States,New York City,New York,10035,East
CA-2014-118304,2014-04-29,2014-05-04,Standard Class,KH-16360,United States,Dover,Delaware,19901,East
CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,United States,Aurora,Illinois,60505,Central
CA-2016-169670,2016-12-25,2016-12-31,Standard Class,JE-15715,United States,New York City,New York,10009,East
CA-2016-139549,2016-10-20,2016-10-25,Standard Class,MY-18295,United States,El Cajon,California,92020,West
CA-2015-104059,2015-06-13,2015-06-15,Second Class,FC-14245,United States,Springfield,Ohio,45503,East
CA-2017-164112,2017-06-30,2017-07-04,Standard Class,ND-18460,United States,Mount Vernon,New York,10550,East
CA-2015-143882,2015-06-26,2015-06-30,Standard Class,DB-13360,United States,Lakewood,Ohio,44107,East
US-2016-139262,2016-02-21,2016-02-25,Standard Class,LC-16960,United States,Tampa,Florida,33614,South
CA-2017-146192,2017-04-22,2017-04-26,Standard Class,BD-11725,United States,Columbus,Georgia,31907,South
CA-2017-134810,2017-05-09,2017-05-10,First Class,MC-17605,United States,Jacksonville,North Carolina,28540,South
CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,United States,Saint Charles,Illinois,60174,Central
CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,United States,Miami,Florida,33180,South
CA-2015-106362,2015-12-11,2015-12-15,Standard Class,LC-16885,United States,Troy,Ohio,45373,East
US-2017-168802,2017-11-03,2017-11-07,Standard Class,JO-15145,United States,Seattle,Washington,98103,West
US-2017-146906,2017-03-13,2017-03-17,Standard Class,MT-17815,United States,New York City,New York,10011,East
CA-2016-166380,2016-05-30,2016-06-03,Standard Class,EB-13750,United States,Arlington,Virginia,22204,South
US-2015-158911,2015-07-05,2015-07-11,Standard Class,RS-19765,United States,Charlotte,North Carolina,28205,South
US-2014-103338,2014-03-11,2014-03-15,Standard Class,RB-19435,United States,Roseville,California,95661,West
CA-2015-109169,2015-04-20,2015-04-24,Standard Class,OT-18730,United States,Detroit,Michigan,48234,Central
US-2017-167318,2017-07-26,2017-08-01,Standard Class,GZ-14545,United States,Los Angeles,California,90036,West
US-2014-120313,2014-10-31,2014-11-02,Second Class,NL-18310,United States,San Francisco,California,94110,West
CA-2017-135419,2017-11-03,2017-11-09,Standard Class,BG-11740,United States,Bakersfield,California,93309,West
CA-2016-128671,2016-08-11,2016-08-16,Standard Class,MT-18070,United States,Tulsa,Oklahoma,74133,Central
CA-2016-149335,2016-07-25,2016-07-25,Same Day,BC-11125,United States,San Francisco,California,94122,West
CA-2014-168312,2014-03-01,2014-03-07,Standard Class,GW-14605,United States,Houston,Texas,77036,Central
US-2017-105935,2017-01-26,2017-01-31,Standard Class,BD-11500,United States,Columbus,Georgia,31907,South
CA-2014-161508,2014-07-12,2014-07-16,Standard Class,PV-18985,United States,League City,Texas,77573,Central
CA-2017-130904,2017-04-11,2017-04-16,Standard Class,HM-14980,United States,Burlington,North Carolina,27217,South
CA-2017-133620,2017-11-13,2017-11-18,Standard Class,EM-14065,United States,New York City,New York,10009,East
CA-2015-142937,2015-12-05,2015-12-06,First Class,SF-20065,United States,Dallas,Texas,75220,Central
US-2016-149790,2016-09-26,2016-10-01,Standard Class,SC-20380,United States,Houston,Texas,77095,Central
CA-2016-130778,2016-11-19,2016-11-25,Standard Class,ND-18370,United States,Long Beach,New York,11561,East
CA-2017-144456,2017-09-08,2017-09-09,First Class,FC-14245,United States,Hialeah,Florida,33012,South
CA-2017-103478,2017-07-21,2017-07-24,Second Class,KL-16555,United States,Aurora,Illinois,60505,Central
CA-2017-118577,2017-10-06,2017-10-11,Standard Class,XP-21865,United States,Belleville,New Jersey,7109,East
CA-2017-113572,2017-11-07,2017-11-11,Standard Class,FP-14320,United States,New York City,New York,10024,East
CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,United States,Andover,Massachusetts,1810,East
CA-2017-161655,2017-05-13,2017-05-18,Second Class,CW-11905,United States,Newark,Delaware,19711,East
CA-2016-101469,2016-07-02,2016-07-08,Standard Class,KH-16360,United States,Arlington,Virginia,22204,South
CA-2014-153087,2014-12-27,2015-01-03,Standard Class,TC-20980,United States,Decatur,Alabama,35601,South
CA-2017-135076,2017-04-13,2017-04-17,Standard Class,YS-21880,United States,Hesperia,California,92345,West
CA-2014-161634,2014-11-14,2014-11-20,Standard Class,CC-12220,United States,Chesapeake,Virginia,23320,South
CA-2017-141481,2017-06-11,2017-06-14,First Class,ZD-21925,United States,Los Angeles,California,90036,West
CA-2016-132549,2016-11-25,2016-11-30,Standard Class,JK-15370,United States,Huntsville,Alabama,35810,South
US-2014-155544,2014-03-21,2014-03-25,Standard Class,GM-14440,United States,Knoxville,Tennessee,37918,South
US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,United States,Lawrence,Massachusetts,1841,East
CA-2017-132199,2017-05-03,2017-05-08,Standard Class,BO-11350,United States,Philadelphia,Pennsylvania,19134,East
CA-2016-163174,2016-08-26,2016-08-30,Standard Class,XP-21865,United States,Athens,Georgia,30605,South
CA-2014-110555,2014-04-11,2014-04-18,Standard Class,MM-18055,United States,Great Falls,Montana,59405,West
CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,United States,El Paso,Texas,79907,Central
CA-2017-137631,2017-04-28,2017-05-02,Standard Class,JL-15235,United States,Kissimmee,Florida,34741,South
